,STATION,LAT,LON,distance_km
0,SWSPB-01,46.7736666666667,-55.6185,0.0
1,SWSPB-02,46.5048333333333,-56.0298333333333,43.3
2,SWSPB-03,46.1813333333333,-56.5108333333333,94.8
3,SWSPB-04,45.9425,-56.8781666666667,133.7
4,SWSPB-05,45.79,-57.11,158.3
5,SWSPB-06,45.6168333333333,-57.3751666666667,186.5
