,STATION,LAT,LON,distance_km
0,SESPB-01,46.7736666666667,-55.619,0.0
1,SESPB-02,46.4373333333333,-55.514,38.2
2,SESPB-03,46.0796666666667,-55.4025,78.9
3,SESPB-04,45.5875,-55.2561666666667,134.7
4,SESPB-05,45.1205,-55.1096666666667,187.9
5,SESPB-06,44.9871666666667,-55.0678333333333,203.1
6,SESPB-07,44.8117,-55.0093,223.1
7,SESPB-08,44.4305,-54.8936666666667,266.4
8,SESPB-09,44.0746666666667,-54.7821666666667,306.9
