Avalon_Channel                
46 48 -53 -51.5
Bay_of_Fundy                  
44.5 45.5 -66.33 -65
Bras_dOr                      
45.81666 45.9 -60.9 -60.75
Bravo                         
56.627 58.127 -53.168 -50.415
Cabot_Strait                  
46.9 48 -60.4 -59
Cape_Cod                      
39 43 -69 -63
Central_Labrador_Sea          
55.5 60.1 -53.7 -48.8
Central_Scotian_Shelf         
43.33 44.33 -64 -62
Eastern_Labrador_Sea          
59 60.5 -49 -48.3
Eastern_Scotian_Shelf         
44.2 45.67 -60 -58
Estuary                       
48.0 49.30 -69.50 -67.40
Flemish_Cap                   
46.35 48.4 -46 -43.8
Flemish_Pass                  
46 48 -47.5 -46
Gaspe                         
48.25 49.25 -64.5 -63.33
Gaspe_Current                 
49.0 49.5 -66.67 -64.5
Georges_Bank                  
41 42 -68 -66.5
Grand_Banks                   
41 48 -53.5 -46
Green-St._Pierre_Bank         
45.33 46.33 -56 -54
Greenland_Shelf               
60.1 60.7 -48.8 -48.1
GSL1                          
47.13 48.35 -64.35 -62.2
GSL2                          
47.1 47.62 -64.7 -63.975
Hamilton_Bank                 
53.5 54.5 -56 -54
Hibernia                      
46 47 -51 -48.75
Hudson_Strait                 
60.5058 61.4033 -64.5484 -62.7235
Labrador_Shelf                
53.6 55.5 -55.7 -53.7
Lurcher_Shoal                 
43 44 -66.7 -66
Magdalen_Shallows             
46.5 48 -64 -61.5
Nfld_South                    
43 48 -59.4 -53.5
North_Central_Labrador_Sea    
60 62.5 -60 -55
Northeast_GSL                 
49 50 -61 -58
Northeast_Nfld_Shelf          
48.5 50 -53 -51
Northern_Labrador_Shelf       
56.9145 57.8125 -61.1957 -59.54983
Northwest_GSL                 
49.7 50.3 -67.0 -64.5
Orphan_Knoll                  
47.5 51.5 -49 -44.5
Solas                         
41 43 -60 -58
Southeast_Shoal               
44 46 -52 -50
St.Anthony_Basin              
50 52 -55 -53
Western_Bank                  
43.33333 44 -62 -61
Western_Scotian_Shelf         
42.5 43.33 -65.5 -64.5
kk_bof                        
44.08333 45.333 -67.3333 -66.0
kk_scotian_shelf              
42.6667 44.6667 -65.5 -61.0
kk_scots_bay                  
44.6667 45.6667 -66.0 -64.16667
kk_south_west_nova_scotia     
42.6667 44.08333 -67.3333 -65.5
